,가게명,nickname,content,date,visit
214,정릉동 SELF 장어세상,찐곤듀,진짜맛있어요!! 장어 좋아해서 장어맛집 찾아다니는데 가성비 정말 좋구 일단 제일 중요한 장어맛이 좋아요부모님도 장어 좋아하시는데 저희집 오실때마다 모시고 갑니다~~~~막 밑반찬 엄청나오는 비싼 장어집이랑 비교하면 안되구 딱!!! 장어만 먹으러 간다 생각하시면 이만한집이 없어요!!!!!! 막상 비싸도 장어도 부실 반찬도 부실한곳 천지인데ㅜㅜ 정릉장어세상은 장어 실하고 맛있구 정말 늘 만족하며 먹으러 갑니다 최고 ♥ ♥ ♥,2.12.수,1번째 방문
215,정릉동 SELF 장어세상,lee****,,2.2.일,1번째 방문
216,정릉동 SELF 장어세상,wp****,가족모임으로 부모님과 방문했어요가까운곳에 신선한 장어를 맛있게 먹어 좋았어요,2.2.일,1번째 방문
217,정릉동 SELF 장어세상,meimei71,까끔하고맛있요.,2.2.일,1번째 방문
218,정릉동 SELF 장어세상,bab****,맛있어요,1.26.일,7번째 방문
219,정릉동 SELF 장어세상,jy6253,역시 장어는장어세상~~맛있어요,1.12.일,3번째 방문
220,정릉동 SELF 장어세상,kgs6253,맛있어요,1.12.일,4번째 방문
221,정릉동 SELF 장어세상,utn****,굿,1.11.토,1번째 방문
222,정릉동 SELF 장어세상,아쟁소녀99,맛있어요!!,1.6.월,1번째 방문
223,정릉동 SELF 장어세상,이데스,,24.11.30.토,6번째 방문
224,정릉동 SELF 장어세상,lil****,셀프인줄 알았는데 다 구워주십니다,24.11.6.수,1번째 방문
225,정릉동 SELF 장어세상,petitlapin,잘 구워줘서 먹기 편해요.,24.10.24.목,7번째 방문
226,정릉동 SELF 장어세상,쭈니맘5184,장어가 크고 맛나네요매장도 깨끗하고 넓고직접  다 구워주니까 편하고장어탕도 맛나네요 우이동 왕의장어만 갔었는대 여기 처음갔는대 가격도 착하고 맛나고 추천해요,24.10.5.토,1번째 방문
227,정릉동 SELF 장어세상,고잉홈,장어 노릇노릇 잘 구어주심고기도 맛있었어요!,24.9.27.금,3번째 방문
228,정릉동 SELF 장어세상,gee****,흠,24.9.21.토,2번째 방문
229,정릉동 SELF 장어세상,libertyas,잘 먹었습니다.,24.9.19.목,1번째 방문
230,정릉동 SELF 장어세상,jhk****,좋아요,24.9.18.수,2번째 방문
231,정릉동 SELF 장어세상,줄리앤폴,너무 너무 너무 맛있어요~^^,24.9.15.일,3번째 방문
232,정릉동 SELF 장어세상,어반찍사 1,항상 지나치기만 했던 곳인데가족과 함께 갔습니다.아이들도 잘 먹고 구워주는 서비스 좋네요.사람이 늘 많은 곳이다보니반찬을 미리 담아 놓을 수 밖에 없는데요.그게 좀 아쉽네요.상추겉절이의 아삭함이 거의 없었어요.,24.9.14.토,1번째 방문
233,정릉동 SELF 장어세상,Wjd340,매장이 넓고 장어 와 꼼장어가 다 맛있어요 직원 분들도 친절 하세요. 주차도 편리 하네요.,24.9.1.일,1번째 방문
234,정릉동 SELF 장어세상,신디13,굿,24.8.31.토,1번째 방문
235,정릉동 SELF 장어세상,classic525,굿,24.8.31.토,1번째 방문
236,정릉동 SELF 장어세상,쬬꼬조아,"부모님과 가족 두분 모시고, 5명이 3키로 먹고 냉면 두그릇, 배불리 잘먹었네요. 완벽하게 구워주시고 실하고 맛나네요^^",24.8.30.금,1번째 방문
237,정릉동 SELF 장어세상,1004jamma,날이 더우니 세팅되어있는 기본 반찬이 시들한 느낌이라 아쉬웠고 맛있게 먹었습니다,24.8.29.목,6번째 방문
238,정릉동 SELF 장어세상,jy6253,굿,24.8.29.목,2번째 방문
239,정릉동 SELF 장어세상,ilw****,좋아요,24.8.28.수,7번째 방문
240,정릉동 TINY(타이니),왁스35,,21.2.13.토,1번째 방문
241,정릉동 popcorn pallat(팝콘팔라트),RGB777,배민에서 포장 주문해서 갔어요금방 나왔구 사장님이 팝콘 양 많이 주셨어요~^^사장님 미소 넘 매력적이세요!!영화관가는길에 들러서 산건데맛있어서 가는동안 반쯤 먹어버려가지구ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오리지널치즈섞어 넘 꼬소하구짜지않아서 계속 집어먹게되구요캬라멜도 너무 달지않고 코팅만 빠삭해서물리지않아요.복숭아아이스티에 젤리넣은것도 맛있구완전 반했습니다 팝콘팔라트~덕분에 영화도 더더 재밌게 봤어요!!,24.7.6.토,1번째 방문
242,정릉동 popcorn pallat(팝콘팔라트),jae****,좋아요~~~^^친절하고.맛나고,24.3.10.일,1번째 방문
243,정릉동 popcorn pallat(팝콘팔라트),구채혁,최고고좋아요,24.3.10.일,1번째 방문
244,정릉동 popcorn pallat(팝콘팔라트),붕어세끼,최고고좋아요,24.3.10.일,1번째 방문
245,정릉동 popcorn pallat(팝콘팔라트),게임중수한장군,최고고좋아요,24.3.10.일,1번째 방문
246,정릉동 popcorn pallat(팝콘팔라트),하하하진,사장님 친절하시고 댕댕이들 귀엽고 팝콘도 맛있오요,24.1.31.수,1번째 방문
247,정릉동 popcorn pallat(팝콘팔라트),늘깨0,집에서 영화 보려고 팝콘 구매했어요가람의 딸기우유 초코맛 여러 가지 맛있어서 고르는 재미가 있어요이런 팝콘 가게가 주변에 있어서 좋네요,23.8.27.일,1번째 방문
248,정릉동 popcorn pallat(팝콘팔라트),hyeribo,양도 많고 팝콘 맛도 다양해요,23.7.21.금,1번째 방문
249,정릉동 popcorn pallat(팝콘팔라트),토이포키,영화보러 가기 전 들렀는데음료에 코코넛 추가도 있어서 재밌고 맛있어요:),23.4.28.금,3번째 방문
250,정릉동 popcorn pallat(팝콘팔라트),혜경226,좋아요,23.4.20.목,1번째 방문
251,정릉동 popcorn pallat(팝콘팔라트),홍반장4618,다소 비싸네요 ^^,23.4.11.화,1번째 방문
252,정릉동 popcorn pallat(팝콘팔라트),짱아는못멀려,사람팝콘 항상 넘보는 우리강쥐용 멍콘이 있어 좋아요 ㅎㅎ 배달로도 종종 먹고 오미자 보고싶아 포장도 종종하는데 좋네요 오징어 몸통도 맛나고 귀여운 피자도 맛나고 좋아욤~,23.3.24.금,1번째 방문
253,정릉동 popcorn pallat(팝콘팔라트),기욤이13,"집에서 넷플릭스 보면ㅅㅓ 먹으려고 팝콘팔라트에 방문했어요. 살사소스나쵸, 오리지널 핫도그, 캬라멜팝콘, 콜라 주문했어요다 맛있었습니다~!!!  요즘 영화관 가기보다 집에서 자주 보는데 그때마다 들러야겠어요^-^",23.2.23.목,1번째 방문
254,정릉동 popcorn pallat(팝콘팔라트),tec****,팝콘도 맛있고 멍멍이가 순하고 귀여워요,23.2.2.목,2번째 방문
255,정릉동 popcorn pallat(팝콘팔라트),Adiosguys,팝콘이 맛있습니다~,22.12.23.금,4번째 방문
256,정릉동 popcorn pallat(팝콘팔라트),쇼바냥,😀,22.12.14.수,1번째 방문
257,정릉동 popcorn pallat(팝콘팔라트),tec****,리트리버가 너무 귀엽고 팝콘도 맛있네요,22.12.6.화,1번째 방문
258,정릉동 popcorn pallat(팝콘팔라트),twi****,집에서 영화보면서 먹기 좋아요 ㅎㅎ,22.11.20.일,1번째 방문
259,정릉동 popcorn pallat(팝콘팔라트),05신은정,😀,22.11.18.금,2번째 방문
260,정릉동 popcorn pallat(팝콘팔라트),쀼숑쀼숑,비 오는 날 집에서 영화 보고싶어서 포장해왔어요팝콘이 정말 맛있더라고요!!젤리빈 추가했는데 추가하기로 잘했어요!!정말 영화보는 동안 순삭해버렸네요,22.11.12.토,1번째 방문
261,정릉동 popcorn pallat(팝콘팔라트),hip****,팝콘이 싼편이에요. 소자가 4500원?배달도 되네요? 나중엔 배달로ㅎ,22.11.9.수,1번째 방문
262,정릉동 popcorn pallat(팝콘팔라트),난나1591,츄러스. 맛있어요,22.10.24.월,1번째 방문
263,정릉동 popcorn pallat(팝콘팔라트),끼얏61,맛있어요~!🥰미자 넘 귀요워요 ♥,22.9.17.토,6번째 방문
264,정릉동 popcorn pallat(팝콘팔라트),끼얏61,라떼 너모 맛있쨔냐🥰,22.9.5.월,5번째 방문
265,정릉동 popcorn pallat(팝콘팔라트),yuhuo,오늘 처음 가봤는데 팝콘이 너무 맛있고 사장님도 너무 친절하세요 !! 게다가 서비스도 많이 주셔서 너무너무 좋았어요 !! 감사합니다~! 😊😊 그리고 미자🐶가 일을 너무 잘해요🤭🥰 앞으로 종종 갈게요 !!,22.9.3.토,1번째 방문
266,정릉동 popcorn pallat(팝콘팔라트),끼얏61,라떼 맛집😍,22.8.29.월,4번째 방문
267,정릉동 popcorn pallat(팝콘팔라트),끼얏61,라떼맛집❤️,22.8.28.일,3번째 방문
268,정릉동 popcorn pallat(팝콘팔라트),Adiosguys,사장님이 정말 친절하세요 미자도 착하구요^^~,22.7.18.월,1번째 방문
269,정릉동 popcorn pallat(팝콘팔라트),원앤온리S2,여러가지 팝콘도 한번에 맛볼 수 있고 순둥한 댕댕이 미자도 만나볼 수 있어서 좋았습니다!,22.7.8.금,1번째 방문
270,정릉동 popcorn pallat(팝콘팔라트),냥829,콘소메팝콘 너무맛있네요!!,22.6.27.월,1번째 방문
271,정릉동 popcorn pallat(팝콘팔라트),끼얏61,자주가는데  문을 너무 늦게 여셔요 ㅠ오픈시간이 바뀌었나요?커피 맛집이에여👍미자도 넘귀엽구요🥰,22.6.7.화,2번째 방문
272,정릉동 popcorn pallat(팝콘팔라트),끼얏61,라떼 맛집❤️,22.6.3.금,1번째 방문
273,정릉동 popcorn pallat(팝콘팔라트),혀니4483,굿,22.5.23.월,1번째 방문
274,정릉동 popcorn pallat(팝콘팔라트),julia6482,맛잇는 영화관팝콘~~~양도  넉넉해  좋아요,22.5.23.월,1번째 방문
275,정릉동 popcorn pallat(팝콘팔라트),hap****,"카라멜 소스 원래 쓰던게 품절 돼서 다른거 쓰셨다고 좀 씁쓸 할 수도 있다고 미리알려주셨는데 너무 맛있고, 나쵸 살사 진짜 너무 맛있음. 츄러스도 계피향 너무 강하지 않고 적당하고 오징어도 너무 맛있어요.집 가는길에 식을 수 있는데 만약 그러면 전자레인지에 30초 정도 돌리면 👍👍 담에 또 가겠습니다!",22.5.22.일,1번째 방문
276,정릉동 popcorn pallat(팝콘팔라트),밍밍560,굳,22.5.22.일,1번째 방문
277,정릉동 popcorn pallat(팝콘팔라트),축복25,팝콘을극장이아닌곳에서도먹을수있다.다양한팝콘을즐길수있다,22.4.25.월,1번째 방문
278,정릉동 popcorn pallat(팝콘팔라트),왈랄라랄,모든 메뉴들이 정말 다 맛있어요 !팝콘도 눅눅하지 않고 일단 너비아니빵 정말 맛있어요 !번창하세요 -!,22.4.25.월,1번째 방문
279,정릉동 popcorn pallat(팝콘팔라트),newlike7,영화관안가도 팝콘먹을수있어굿굿,22.4.10.일,1번째 방문
280,정릉동 popcorn pallat(팝콘팔라트),무쇠맘,만족,22.4.8.금,1번째 방문
281,정릉동 popcorn pallat(팝콘팔라트),셍셍체다,팝콘 엄청 좋아하는데 팝콘집이 있어서 샀어요친절하시고 맛있는데 트러플은 그냥 버터맛인줄..????,22.4.4.월,1번째 방문
282,정릉동 popcorn pallat(팝콘팔라트),시크리트리,영화관에서 먹던게 다 있네요 영화관가서 잘못먹었는데 그생각이 나서 좋았어요,22.3.20.일,1번째 방문
283,정릉동 popcorn pallat(팝콘팔라트),KEYkey,좋아요,22.3.13.일,1번째 방문
284,정릉동 popcorn pallat(팝콘팔라트),monata,맛잇어요,22.3.10.목,1번째 방문
285,정릉동 popcorn pallat(팝콘팔라트),건들지마라4098,,22.3.9.수,1번째 방문
286,정릉동 popcorn pallat(팝콘팔라트),브라보73,커피 좋아요,22.3.9.수,1번째 방문
287,정릉동 popcorn pallat(팝콘팔라트),맛집탐방6444,"미자라는 강아지가 있어요 ,, 이름이 오미자라네요 ㅎㅎ넘 귀엽고 애교가 많더라고요 ㅎ 팝콘도 맛있어서 순삭해버렸어요 ~!! 갠적으로 카라멜이랑 치즈 추천드려요 새로 생긴거같은데 대박나세요 !!",22.3.2.수,3번째 방문
288,정릉동 popcorn pallat(팝콘팔라트),kim****,"지나가는데 팝콘 튀기는 냄새가 너무 달콤해서 홀린듯 들어갔어요~~캬라멜팝콘 시켰는데 알바인줄 알았던 젊은사장님이 오픈한지 1주일 됐다고 하시면서 중량보다 양 더 넣었다고 싱긋 웃으시는데 너무 귀여우셨어요,> - < 팝콘에 캬라멜도 잔뜩 코팅되어있고 진짜 짱존맛집이가까워서 종종 이용해야겠어요저는 오늘 못 먹었지만 무인포스기에 오징어랑 나초 같은거 있던데 영화관 컨셉인지 영화관에서 파는것 다 있었어요 신박한 카페에요",22.3.1.화,1번째 방문
289,정릉동 popcorn pallat(팝콘팔라트),진우랜드,간단히 주문했는대 마구마구 퍼주시는 사장님 덕분에 가성비 넘치는 팝콘 잘먹었습니다ㅎㅎ 단골등록하고 아주많이 자주 들릴게요ㅎㅎ 강추>_<^^,22.3.1.화,1번째 방문
290,정릉동 popcorn pallat(팝콘팔라트),dr clean,팝콘 진짜 괜찮네요 생각보다 양이 진짜많음!!!  조명이 좋아서 셀카맛집... 재방문 의사 180%%%%%%!!!!영화관 온것같아요ㅎㅎ,22.2.28.월,1번째 방문
291,정릉동 popcorn pallat(팝콘팔라트),오늘도 달린다1,팝콘.오징어가 너무 맛있어요.~^^,22.2.25.금,1번째 방문
292,정릉동 popcorn pallat(팝콘팔라트),nas****,아이들이 좋아하는 팝콘,22.2.23.수,1번째 방문
293,정릉동 popcorn pallat(팝콘팔라트),05신은정,😀,21.12.10.금,1번째 방문
294,정릉동 popcorn pallat(팝콘팔라트),th남애미,너무 친절하시고 팝콘. 음료 모두 맛있어요.^^  예쁜 강아지 ♡,21.12.4.토,1번째 방문
295,정릉동 popcorn pallat(팝콘팔라트),joa****,굿,21.12.3.금,1번째 방문
296,정릉동 popcorn pallat(팝콘팔라트),syk****,,21.12.3.금,1번째 방문
297,정릉동 popcorn pallat(팝콘팔라트),좋은하루루,팝콘 맛있어요 추천^^,21.12.3.금,1번째 방문
298,정릉동 popcorn pallat(팝콘팔라트),ej0109,팝콘파는 카페!!사가지고 집서 먹으니 영화관 간듯한~팝콘 맛있어요~~좋아요^^,21.12.3.금,1번째 방문
299,정릉동 popcorn pallat(팝콘팔라트),dfghl,오픈 이벤트인가요. 좀 더 주시네요.,21.12.3.금,1번째 방문
300,정릉동 popcorn pallat(팝콘팔라트),은별이61,오미자 보러 가고 싶네요 :D팝콘도 맛있어요,21.12.3.금,1번째 방문
301,정릉동 가람,bebeseohyun44,손만두가 먹고 싶어서 찾다가 들어 갔어요.아늑한 가정집 같았지만 생각보다 넓었고 식사하기 편안했어요. 감칠맛고 좋은 국물맛과 고기 고명도 아주 맛있었습니다. 특히 만두는 좋아하는 두부랑 채소 골고루 가득 들어가 있어서 정말 맛있었어요.한 두개쯤 먹고 손만두 추가로 포장 주문했답니다.사장님께서 손만두 언제 먹을 건지 물어보셨고 다음 날 먹을거라 하니 냉동해둔 거 꺼내어 주시면서 먹는 방법도  친절하게  알려주셨어요!겉절이와 익은 김치 함께 나와서 입맛에 따라 먹기 좋네요:) 잘 먹었습니다.,1.13.월,1번째 방문
302,정릉동 가람,lime8727,"평일점심에 만두전골 먹었는데 맛있었어요!만두전골에 공깃밥을 인원수대로 주문하니까 양이 맞더라고요!육수가 진짜 시원하고 만두를 직접 빚으셔서 잡내가 없어요.반찬도 김치종류 3가지 정도 나왔는데, 맛있었어요.두부전문점에서 만둣집으로 바껴서 가봤는데, 다음에는 칼국수랑 만둣국 먹으러 가봐야겠어요.",24.12.9.월,1번째 방문
303,정릉동 가람,juhye118,모르고 영업시간 얼마 안남았을때 갔는데 친절하게 대해주셔서 너무 좋았어요…🥹 만두전골도 진짜 손만두처럼 속이 꽉 차있고 맛있었어요 반찬도 정말 끝장납니다파스타 냄새 나서 물어봤는데 파스타도 주셨는데 넘 맛있었어요.. 🤤🤤집밥 생각나는 대학생분들 꼬옥 오세요..!!!! 다음에 또 갈게요!!!🥹👍🏻👍🏻,24.11.12.화,1번째 방문
304,정릉동 가람,Nothing hill,"친절하시고 반찬이 맛있지만, 다른 만두 전골집과 비교 시 가격대비 구성이 매우 떨어짐.만두전골 24,000원에 만두 6개와 칼국수 사리 1인분 정도 들어감.(만두만 구매 시 7개가 9천원. 만두전골에는 약 7,700원의 만두와 육수 야채가 들어감…)칼국수 사리는 4,000원…테헤란로나 도산대로에서 전골 먹을 때도 4,000원내고 사리 먹은 적은 없지만…무튼 사장님께서 친절하시지만, 가족이나 소중한 사람과 방문하면 욕할 것 같아서 재방문은 고려…번창하시길",24.11.3.일,1번째 방문
305,정릉동 가람,마이클스콧,칼국수를 좋아하는데 가까운 곳에 칼국수 맛집이 있어서 좋네요ㅎㅎ 음식 모두 맛있고 집밥 같은 느낌이라 너무 잘 먹고 왔습니다. 사장님도 정말 친절하시고 가게도 깨끗하고 편안해서 정말 좋아요. 리뷰 남기고 싶어서 일부러 영수증 받아왔어요.,24.8.10.토,1번째 방문
